Level_0,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Type,Column,Expression,Accuracy,Description,Rank,Proximity
Корневой узел,Софт скилл,Лидерство,Лидерские качества,,,,,?,Описание / Description,"phrase(2,""лидерская"",""позиция"" or ""роль"") or ""роль лидера"" 
or ""лидерская модель поведения""
or ""лидерство""
or phrase(2,""быть"" or ""стать"" or ""уметь"" or ""научиться"", singleroot(""лидер"")) 
or phrase(2,""ведущая"",""роль"") 
or ""вести за собой"" or ""возглавить"" or ""возглавлять"" 
or singleroot(""руководить"") 
or near(2,""взять"",""управление"" or ""руководство"") 
or ""leadership"" 
or snear(2,""управление"" or ""руководство"" or ""координация"" or ""управлять"" or ""руководить"" or 
""координировать"",""команда"" or ""группа"" or ""коллектив"" or сотрудник)
or ""leadership"" or Лидерство or phrase(2,лидерский, качества or навык or умение) or ""быть лидером""
or ""self-esteem"" or ""leadership-development"" or ""confidence"" or ""self-confidence"" or ""strategic-leadership""",,,0,pxm_001
Корневой узел,Софт скилл,Лидерство,Организаторские способности,,,,,?,Описание / Description,"""организатор"" 
or near(2,singleroot(""организация""),""навык"" or ""способность"") 
or ""organizing"" 
or phrase(4,""organizational"",""skills"")",,,0,pxm_001
Корневой узел,Софт скилл,Лидерство,Способность вдохновлять других,,,,,?,Описание / Description,"""Способность вдохновлять других""
or phrase(singleroot(""вдохновлять""|""мотивировать""),""команда"" or ""люди"" or 
""коллеги"" or ""сотрудник"" or ""персонал"" or ""подчиненный"" or ""клиент"" or 
""потребитель"" or ""покупатель"" or ""партнер"" or ""участник"" or ""аудитория"" or 
""публика"") 
or phrase(2,""inspire"" or ""encourage"",""people"" or ""team"" or ""personal"") 
or phrase(lemma,""inspiring"")
or ""coaching""
or ""Ability to inspire others""",,,0,pxm_001
Корневой узел,Софт скилл,Лидерство,Развитие других людей,,,,,?,Описание / Description,"""Развитие других людей"" 
or phrase(2,singleroot(""знание""|""умение""|""возможность""|""навык""|""способность""),
singleroot(""развитие""),""люди"" or ""коллега"" or ""сотрудник"" or ""подчиненный"" or ""взрослый"" 
or ""ребенок"" or ""дети"" or ""работник"" or ""сотрудник"" or ""учащийся"" or ""участник"" or ""команда"" or ""персонал"") 
or phrase(2,""developing"" or ""development"",""other people"" or ""others"" or ""colleagues"" 
or ""co-worker"" or ""staff member"" or ""staff"" or ""coworker"")
or ""human-resource-management"" or "" human-resources"" or ""human-resource-management"" or ""strategic-hr-leadership""
or ""Development of others""",,,0,pxm_001
Корневой узел,Софт скилл,Лидерство,Способность влиять на других,,,,,?,Описание / Description,"phrase(2,""умение"" or ""знание"" or ""способность"" or ""талант"",singleroot(""влияние""|""воздействие""|""внушение""|""убеждение""))
or phrase(lemma,""влиять"",""на"") 
or ""influencing"" 
or phrase(2,""influencing"",""skills"") 
or phrase(2,""influence"",""people"" or ""team"" or ""personal"")
or ""personal-advertisement"" 
or ""Ability to influence others""",,,0,pxm_001
Корневой узел,Софт скилл,Умение принимать решения,,,,,,?,Описание / Description,"phrase(2,""принятие"" or ""выработка"" or ""принимать"" or ""принять"",""решение"") 
or ""deciding"" 
or near(2,""making"" or ""make"",""decision"") 
or ""decision-making""",,,0,pxm_001
Корневой узел,Софт скилл,Нацеленность на результат,,,,,,?,Описание / Description,"""на результат""",,,0,pxm_001
Корневой узел,Софт скилл,Креативность,,,,,,?,Описание / Description,"phrase(3,""креативный"" or ""творческий"",""мышление"" or ""подход"") 
or near(3,""креативно"" or ""творчески"",""мыслить"" or ""подходить"") 
or ""креативность"" or ""творчество"" 
or ""creativity"" 
or phrase(3,""creative"",""thinking"" or ""approach"")",,,0,pxm_001
Корневой узел,Софт скилл,Целеустремленность,,,,,,?,Описание / Description,"Целеустремленность
or phrase(3,singleroot(уметь,способность), singleroot(достигать,достичь), цель)",,,0,pxm_001
Корневой узел,Софт скилл,Адаптивность,,,,,,?,Описание / Description,"""адаптивность"" or ""гибкость"" 
or ""adaptability"" or ""flexibility""",,,0,pxm_001
Корневой узел,Софт скилл,Клиентоориентированность,,,,,,?,Описание / Description,"""Клиентоориентированность"" or ""Customer orientation""
or phrase(2,ориентированность or ориентироваться, клиент)",,,0,pxm_001
Корневой узел,Софт скилл,Презентация результатов коллективной работы,,,,,,?,Описание / Description,"phrase(3,""презентация"",singleroot(""группа"",""команда"",""коллектив"")) 
or phrase(3,singleroot(""выступать""),""доклад"" or ""отчет"" or singleroot(""рассказ""),
""результат"",singleroot(""группа"",""команда"",""коллектив"")) 
or ""presentation"" 
or phrase(2,""ability"",""to"",""present"") 
or ""presentation of teamwork""",,,0,pxm_001
Корневой узел,Софт скилл,Инновационность,,,,,,?,Описание / Description,"Инновационность or phrase(3,""освоение"",""новый"" or ""инновационный"" or ""новейших"",""технология"") 
or phrase(3,""adoption"" or ""learning"" or ""uptake"" or ""exploring"" or ""pick up"" or 
""deploy"",""new"" or ""innovation"",""technologies"" or ""techniques"") 
or phrase(2,""work"",""new"" or ""innovation"",""technologies"" or ""techniques"") 
or phrase(2,""ramp"",""up"",""new"",""technologies"" or ""techniques"")
or ""Mastering new technologies""",,,0,pxm_001
Корневой узел,Софт скилл,Целеполагание,,,,,,?,Описание / Description,"""Целеполагание"" or ""Target Setting"" or ""goal setting""
or phrase(3,ставить, цель)",,,0,pxm_001
Корневой узел,Софт скилл,Настойчивость,,,,,,?,Описание / Description,"Настойчивость or ""быть настойчивым"" or phrase(умение|способность|уметь, настаивать)
or ""настоять на своем""",,,0,pxm_001
Корневой узел,Софт скилл,Работа в условиях неопределенности,,,,,,?,Описание / Description,"""Работа в условиях неопределенности"" 
or snear(5, singleroot(работать) or ""деятельность"" or ""действия"", ""неопределенность"") 
or ""VUCA"" or ""VUCA-мир"" 
or phrase(4,""work"" or ""operating"" or ""activity"",""uncertainty"" or ""VUCA"") 
or phrase(3,""work"" or ""operating"" or ""activity"",""uncertain"",""environment"")
or phrase (3,deal or overcome or prevent or work, uncertainty)
or phrase(2, singleroot(Работать)|деятельность|действовать, с|""в условиях"", неопределенностью)
or ""условия неопределенности""
or ""неопределенность""",,,0,pxm_001
Корневой узел,Софт скилл,Умение делегировать,,,,,,?,Описание / Description,"""делегировать"" or ""делегирование"" 
or ""delegation"" or ""delegating"" or ""delegate""",,,0,pxm_001
Корневой узел,Софт скилл,Умение управлять конфликтами,,,,,,C,Описание / Description,"phrase(3,умение|способность|навык|уметь|опыт, singleroot(управлять), конфликт)
or sentence(конфликт, singleroot(регулировать)) 
or phrase(2,""разрешение"" or ""выявление"" or ""улаживание"" or ""урегулирование"",""конфликт"" or ""разногласие"" or ""спор"" or phrase(конфликтный or спорный, ситуация)) 
or phrase(2,""conflict"" or ""disagreement"",""resolution"" or ""detection"")
or ""работа с негативом"" or ""Hangling agression"" or ""Passive agressive""
or phrase(3,singleroot(предотвращать), ""конфликтная ситуация"" or конфликт or спор or ""спорная ситуация"")",,,0,pxm_001
Корневой узел,Софт скилл,Умение управлять конфликтами,Работа с негативом,,,,,?,Описание / Description,"""работа с негативом"" or ""Hangling agression"" or ""Passive agressive""
or phrase(работа, отрицательный or негативный, отзыв or комментарий)",,,0,pxm_001
Корневой узел,Софт скилл,Цифровые навыки,,,,,,?,Описание / Description,"""цифровая грамотность"" or phrase(2,Цифровой, навык or умение)
or ""работа с компьютером""",,,0,pxm_001
Корневой узел,Софт скилл,Исследовательские навыки,,,,,,?,Описание / Description,"""Исследовательский навык""
or phrase(singleroot(уметь), искать or находить, информацию)
or ""поиск информации""",,,0,pxm_001
Корневой узел,Софт скилл,Самопрезентация,,,,,,?,Описание / Description,"""Самопрезентация"" 
or near(3,""о себе"" or ""свой"" or ""собственный"" or ""сам"" or ""самостоятельный"",singleroot(""презентация"")) 
or phrase(3,singleroot(""выступать""),""доклад"" or ""отчет"" or singleroot(""рассказ""),""о себе"" or ""свой"" or 
""собственный"" or ""сам"" or ""самостоятельный"") 
or ""self-presentation""
or ""выступление на публике""",,,0,pxm_001
Корневой узел,Софт скилл,Управление результатом,,,,,,?,Описание / Description,"phrase(3,Управление or управлять or руководить or руководство, результат)",,,0,pxm_001
Корневой узел,Софт скилл,Математическая грамотность,,,,,,?,Описание / Description,"""математическая грамотность"" or ""арифметика"" 
or phrase(2, ""numerical"",""skills"") or ""numeracy"" or ""use numeracy"" 
or phrase(3, базовый, статистика)
or phrase(2, базовый, математика)",,,0,pxm_001
Корневой узел,Софт скилл,Технологическая грамотность,,,,,,?,Описание / Description,"phrase(0, ""Технологическая"", ""грамотность""|""кругозор"") 
or ""technological literacy"" 
or phrase(orn(популяризация, популяризаторство), [науки])
or ""Кругозор технологических инноваций"" 
or ""Technological Innovation Horizons""",,,0,pxm_001
Корневой узел,Софт скилл,Построение взаимоотношений,,,,,,?,Описание / Description,"phrase(3,""построение"" or ""установление"" or ""налаживание"",""взаимоотношения"" or ""взаимосвязь"") 
or phrase(3,""building"",""relationships"" or ""interaction"" or ""linkages"") 
or phrase(3,""establishing"",""relationships"" or phrase(2,""establish"",""links""))",,,0,pxm_001
Корневой узел,Софт скилл,Мультикультурализм,,,,,,?,Описание / Description,"phrase(2,""межкультурный"",""компетенция"" or ""компетентность"" or ""воспитание"") 
or ""кросскультурность"" or ""кросс-культурность"" or ""кросскультурность"" 
or ""мультикультурализм"" or ""многокультурность"" 
or ""cross-cultural"" or ""crosscultural"" 
or ""intercultural"" or ""interculturalism"" 
or ""multiculturalism"" or ""multicultural""
or ""Мультикультурные различия""
or ""Межкультурные различия""",,,0,pxm_001
Корневой узел,Софт скилл,Финансовая грамотность,,,,,,?,Описание / Description,"phrase(3,Финансовая, грамотность)",,,0,pxm_001
Корневой узел,Софт скилл,Эмоциональный интеллект,,,,,,?,Описание / Description,"""Эмоциональный интеллект"" or ""Emotional intelligence""
or ""emotional-intelligence"" or  ""emotional-intelligence-2.0""  
or ""active-listening"" or ""emotional-competence""
or EQ",,,0,pxm_001
Корневой узел,Софт скилл,Визионерство,,,,,,?,Описание / Description,"Визионерство or ""визионерский"" or визионер",,,0,pxm_001
Корневой узел,Софт скилл,Питчинг,,,,,,?,Описание / Description,"phrase(3,презентация or речь,лифт)
or phrase(3,elevator,pitch or speech or statement)
or питчинг or питч",,,0,pxm_001
Корневой узел,Софт скилл,Самоидентификация,,,,,,?,Описание / Description,"""самоидентификация"" 
or ""самоопределение"" 
or ""самопостижение"" 
or ""самоидентичность"" 
or ""персональная идентичность"" 
or phrase(2,""формирование"",""я"") 
or phrase(2,""отождествление"" or ""соотнесение"",""себя с"") 
or phrase(""осознание"",""себя"" or ""личности"",""членом"" or ""частью"",""группы"" or ""общности"" or ""целого"")
or phrase(""познание"",""себя"" or ""своей сущности"" or ""своей личности"")
or ""self-identification"" or ""self identification"" 
or ""self-identity"" or ""self identity"" 
or ""personal identity"" 
or phrase(2,""identifying"" or ""identification"" or ""identify"",""with"") 
or phrase(""learning"" or ""learn"",""about yourself"") 
or phrase(""self"",""exploration"" or ""discovery"") 
or phrase(""knowing"" or ""know"",""yourself"" or ""oneself"" or ""the self"")
or ""self-esteem"" or ""self-confidence"" or ""self-awareness"" or  ""Самоопределение в VUCA мире""
or ""Self-determination in the VUCA world""",,,0,pxm_001
Корневой узел,Софт скилл,Базовые научные знания,,,,,,?,Описание / Description,"""Базовые научные знания"" 
or ""scientific knowledge"" 
or sentence(phrase(0, ""базовые""|""общие""|""школьные""|""научные"", ""знания"", 
""основы""), ""физика""|""химия""|""география""|""история""|""биология"")",,,0,pxm_001
Корневой узел,Софт скилл,Работа с неопределенностью,,,,,,?,Описание / Description,"""работа с неопределенностью""",,,0,pxm_001
Корневой узел,Софт скилл,Высокий IQ,,,,,,?,Описание / Description,"""высокий IQ"" or ""Intelligence quotient"" or ""Коэффициент интеллекта""",,,0,pxm_001
Корневой узел,Софт скилл,Межкультурная коммуникация,,,,,,?,Описание / Description,"phrase(2,""межкультурный"",""коммуникация"" or ""общение"" or ""связи"" or ""контакты"" or ""обмен"" or ""взаимодействие"") 
or phrase(2,""intercultural"" or ""inter-cultural"" or ""cross-cultural"",""communication"" or ""exchange"") 
or phrase(2,""work"",""in"",""cross-cultural"",""environment"") 
or phrase(2,""cross-cultural"",""skills"" or ""project"" or ""teams"")",,,0,pxm_001
Корневой узел,Софт скилл,Клиентоцентричность,,,,,,?,Описание / Description,Клиентоцентричность,,,0,pxm_001
Корневой узел,Софт скилл,Онлайн коммуникация,,,,,,?,Описание / Description,"""Онлайн коммуникация"" or ""Online communication""",,,0,pxm_001
Корневой узел,Хард скилл,,,,,,,G,Описание / Description,,,,0,pxm_001
Корневой узел,Хард скилл,Автоматизированная обработка информации,,,,,,?,Описание / Description,"""Автоматизированная обработка информации""  or ""Automated information processing""",,,0,pxm_001
Корневой узел,Хард скилл,Анализ данных,,,,,,C,Описание / Description,"phrase(4,""анализ"" or ""анализировать"" or ""аналитика"" or ""аналитик"",""данные"") 
or phrase(2,""data"",""analysis"") or ""Data Science"" or  phrase(4,""анализ"" or ""анализировать"" or ""аналитика"" or ""аналитик"",""данные"") 
or phrase(2,""data"",""analysis"") or ""Data Science"" or  ""Анализ больших данных"" 

or phrase(4,""анализ"" or ""анализировать"" or ""аналитика"" or ""аналитик"",""большие данные"" 
or ""BigData"" or ""Big Data"" or ""датасет"" or phrase(""большой объем"" or ""массив"" 
or ""количество"",""данные"")) 
or ""data-аналитик"" or ""data аналитик"" or ""дата аналитик"" or ""data analyst"" 
or ""data-analyst"" or phrase(2,""analyse"",""vast"",""amounts"",""of"",""data"") 
or phrase(2,""analyze"",""BigData"" or ""Big Data"") 
or phrase(2,""analysis"",""of"",""large"",""data"",""volumes"") 
or phrase(2,""analysis"",of,""data set"" or ""datasets"") 
or phrase(2,""analysis"",of,""massive-scale"",""data"") 
or phrase(2,""set"" or ""body"",""of"",""data"") 
or phrase(2,""analysis"" or ""analyse"" or ""analytics"" or ""analyze"",""BigData"" or ""Big Data"") 
or phrase(2,""BigData"" or ""Big Data"",""analysis"") 
or phrase(2,""analysis"" or ""analyse"" or ""analytics"" or ""analyze"",""large"" or ""high"",
""amount"" or ""volume"",""of"",""data"") 
or phrase(2,""screening"",""datasets"" or ""data set"") or  phrase(2,""структурирование"",""информации"") 
or phrase(""structuring"" or ""organization"", ""information"")",,,0,pxm_001
Корневой узел,Хард скилл,Анализ данных,Структурирование информации,,,,,?,Описание / Description,"phrase(2,""структурирование"",""информации"") 
or phrase(""structuring"" or ""organization"", ""information"")",,,0,pxm_001
Корневой узел,Хард скилл,Анализ потребностей бизнеса,,,,,,?,Описание / Description,"sentence(3,""анализ"" or ""анализировать""  or ""выявлять"",""потребность"" or 
""требование"", ""бизнес"" or ""компания"" or ""организация"") 

or phrase(3,""изучение"" or ""анализ"",""потребностей"" or ""требований"",""бизнеса"") 
or phrase(2,""изучение"" or ""анализ"",""бизнес-потребностей"" or ""бизнес-требований"") 
or phrase(3,""business"",""needs"",""analysis"") or ""business needs analysis""",,,0,pxm_001
Корневой узел,Хард скилл,Владение технологией 3D печати,,,,,,?,Описание / Description,"phrase(3,опыт|""работа с""|навык|умение|уметь|знать|знание,""3D печать"" or ""3D-печать""
or ""3D printing"" 
or ""3д печать""
or ""3д-печать"")",,,0,pxm_001
Корневой узел,Хард скилл,Владение иностранными языками,,,,,,C,Описание / Description,"""Владение языков"" or ""Language Learning""

or ""speech"" or ""teaching"" or ""professional-development"" or ""language""
or snear(3,singleroot(знать), язык) or  ""Английский язык"" or ""learning english"" or ""english Language""
or ""english-language"" or  ""Испанский язык"" or ""learning Spanish"" or ""Spanish Language""
or ""Spanish-language"" or  ""Китайский язык"" or ""learning Chinese"" or ""Chinese Language""
or ""Chinese-language"" or  ""Немецкий язык"" or ""learning German"" or ""German Language""
or ""German-language"" or  ""французский язык"" or ""learning French"" or ""French Language""
or ""French-language"" or ""Японский язык"" or ""learning Japanese"" or ""Japanese Language""
or ""Japanese-language""",,,0,pxm_001
Корневой узел,Хард скилл,Владение иностранными языками,Владение английским языком,,,,,?,Описание / Description,"""Английский язык"" or ""learning english"" or ""english Language""
or ""english-language""",,,0,pxm_001
Корневой узел,Хард скилл,Владение иностранными языками,Владение испанским языком,,,,,?,Описание / Description,"""Испанский язык"" or ""learning Spanish"" or ""Spanish Language""
or ""Spanish-language""",,,0,pxm_001
Корневой узел,Хард скилл,Владение иностранными языками,Владение китайским языком,,,,,?,Описание / Description,"""Китайский язык"" or ""learning Chinese"" or ""Chinese Language""
or ""Chinese-language""",,,0,pxm_001
Корневой узел,Хард скилл,Владение иностранными языками,Владение немецким языком,,,,,?,Описание / Description,"""Немецкий язык"" or ""learning German"" or ""German Language""
or ""German-language""",,,0,pxm_001
Корневой узел,Хард скилл,Владение иностранными языками,Владение японским языком,,,,,?,Описание / Description,"""Японский язык"" or ""learning Japanese"" or ""Japanese Language""
or ""Japanese-language""",,,0,pxm_001
Корневой узел,Хард скилл,Владение иностранными языками,Владение французским языком,,,,,?,Описание / Description,"""французский язык"" or ""learning French"" or ""French Language""
or ""French-language""",,,0,pxm_001
Корневой узел,Хард скилл,Владение языками программирования,,,,,,?,Описание / Description,"""Языки программирования"" 
or ""программировать на"" 
or ""программирование на"" 
or ""computer languages"" 
or ""programming languages""",,,0,pxm_001
Корневой узел,Хард скилл,Игропрактики,,,,,,?,Описание / Description,"""Игропрактика в образовании"" or ""educational entertainment""
or
Игропрактика
or
sentence(orn(игра, игровой), orn(образование, студенты, образовательный))
or
phrase(0, игровая, практика or метод)",,,0,pxm_001
Корневой узел,Хард скилл,Построение алгоритмов,,,,,,?,Описание / Description,"phrase(2,""построение"" or ""разработка"" or ""создание"" or ""написание"",""алгоритм"") 
or near(1,""designing"" or ""building"" or ""developing"" or ""development"" or ""writing"" 
and ""deploying"",""algorithms"")",,,0,pxm_001
Корневой узел,Хард скилл,Построение ассоциативных рядов,,,,,,?,Описание / Description,"""Построение ассоциативных рядов""
or ""ассоциативные ряды""
or ""мыслить ассоциациями""
or ""Associative Series Building""",,,0,pxm_001
Корневой узел,Хард скилл,Оценка рисков,,,,,,?,Описание / Description,"snear(3, term(оценка|оценивать|формулировать|формулировка), рисков) 
or ""risk assessment"" or  snear(3, term(оценка|оценивать|формулировать|формулировка), рисков) 
or ""risk assessment""",,,0,pxm_001
Корневой узел,Хард скилл,Перенос обучения,,,,,,?,Описание / Description,"phrase(2,""Перенос обучения"" or ""Transfer of learning"" or 
""transfer of learning"" or phrase(""learning transfer""))",,,0,pxm_001
Корневой узел,Хард скилл,Построение таксономий описания деятельности,,,,,,?,Описание / Description,"""Построение таксономий описания деятельности"" 
or  phrase(3, construction or building, activity, taxonomies)",,,0,pxm_001
Корневой узел,Хард скилл,Прогнозирование,,,,,,?,Описание / Description,"singleroot(""прогноз"") or ""прогнозировать"" 
or ""предсказание"" or ""предсказывать"" or ""предсказать"" 
or ""предвидение"" or ""предвидеть"" or ""предиктивный"" 
or ""экспресс-прогноз"" or ""прогностика"" or ""футурология"" 
or ""forecasting"" or ""foresight"" or ""forecast"" or ""prognostication"" or ""prediction""",,,0,pxm_001
Корневой узел,Хард скилл,Проектирование,,,,,,?,Описание / Description,"""проектирование"" 
or ""конструирование"" 
or ""design"" 
or ""designing""
or ""engineering""",,,0,pxm_001
Корневой узел,Хард скилл,Прототипирование,,,,,,?,Описание / Description,"""Прототипирование"" or ""Prototyping""",,,0,pxm_001
Корневой узел,Хард скилл,Работа с барьерами,,,,,,?,Описание / Description,"phrase(3,Работа, барьер)",,,0,pxm_001
Корневой узел,Хард скилл,Работа с графическим  дизайном,,,,,,?,Описание / Description,"phrase(2, Графический, дизайн or дизайнер) 
or ""Верстка"" or ""верстальщик"" or ""дизайн-макет"" 
or ""типографика"" or ""компьютерная графика"" or ""компьютерная верстка"" 
or ""макет страницы"" or ""дизайн страницы"" or ""QuarkXPress"" or ""Adobe InDesign"" 
or ""Inkscape"" or ""Adobe Illustrator"" or ""Adobe Photoshop"" 
or phrase(3,""растровая"" or ""векторная"", ""программа"") 
or phrase(3, ""программа"" or ""приложение"", 
""рисование"" or ""редактирование"" or ""обработка"", ""изображение"" or ""фотография"") or  phrase(2, Графический, дизайн or дизайнер) 
or ""Верстка"" or ""верстальщик"" or ""дизайн-макет"" 
or ""типографика"" or ""компьютерная графика"" or ""компьютерная верстка"" 
or ""макет страницы"" or ""дизайн страницы"" or ""QuarkXPress"" or ""Adobe InDesign"" 
or ""Inkscape"" or ""Adobe Illustrator"" or ""Adobe Photoshop"" 
or phrase(3,""растровая"" or ""векторная"", ""программа"") 
or phrase(3, ""программа"" or ""приложение"", 
""рисование"" or ""редактирование"" or ""обработка"", ""изображение"" or ""фотография"")",,,0,pxm_001
Корневой узел,Хард скилл,Работа с информацией,,,,,,C,Описание / Description,"phrase(3,""работа"",""информация"") 
or phrase(3,""обработать"" or ""обрабатывать"" or ""обработка"" or ""осмысление"" or ""осмыслить"" or ""справиться"" or 
""применять"" or ""применение"" or ""использовать"" or ""использование"",""информация"") 
or phrase(2,""interact"" or ""work"" or ""deal"",""with"",""information"")
or ""Working with information"" or  ""Поиск данных под задачу""
or
snear(2, singleroot(находить, искать, поиск), данные) or ""Data search""
or snear (2, singleroot (find, search), data)
 or  ""Работа с разными типами данных""
or snear(6, singleroot(Работать, обработка), с, тип or разновидность, данными)
or ""different data types"" or snear (6, singleroot (Work, processing), type or variety, data) or  ""Работа с геопространственными данными""
or ""геопространственными данными""
or ""geospatial data"" or  ""работа с данными в газопромышленной сфере"" or phrase(4, data, gas, industry) or  ""работа с данными в строительной отрасли"" or phrase(4, data, construction, industry) or  ""работа с данными в сфере сельского хозяйства"" or phrase(4, data, agriculture)
 or  ""работа с данными в финансовой сфере""
or ""обработка финансовых данных"" 
or phrase(3, data, financial) 
or phrase(4,financial, data, processing) or  ""работа с данными государственных органов"" 
or ""Работа с данными госорганов""
or ""работа с данными гос. органов""
or phrase(3, government, data) or  ""работа с данными социальных сетей"" 
or phrase(3, ""работа"", ""данные"", ""социальных сетей"" or ""соцсетей"") 
or phrase(3, data, social, networks) or  ""Работа с таблицами"" or ""работа в таблицах"" or ""в Таблицах"" or ""Таблицы""
or ""Work with tables"" or ""work in tables"" or  ""Переформулирование и концептуализация"" 
or ""Reformulating and conceptualization""
or phrase(3,текстовый, информация or данные) or  phrase(2,""работа"" or ""операции"" or ""действия"" or ""взаимодействие"" or ""использование"",
""с числовыми данными"" or ""цифры"") 
or phrase(3,с,""числовыми"" or ""количественными"",""данными"" or ""информацией"" or 
""исследование"") 
or phrase(2,""with"",""numeric"" or ""numerical"" or ""integer"",""data"") or ""quantified information"" or  phrase(3,сбор,""информации"" or ""сведений"" or ""данных"") 
or phrase(3,""collection"" or ""gathering"" or ""collect"" or ""gather"",""information"" or ""data"" or ""intelligence"") 
or phrase(3,""information"" or ""data"" or ""intelligence"",""gathering"") 
or ""information-gathering"" 
or ""data-gathering"" 
or ""intelligence gathering"" 
or phrase(2,""information"" or ""data"" or ""intelligence"",""collection"" or ""gathering"") 
or phrase(2,""information"",""retrieval"") 
or phrase(2,""data"", ""acquisition"")",,,0,pxm_001
Корневой узел,Хард скилл,Работа с информацией,Работа с разными типами данных,,,,,C,Описание / Description,"""Работа с разными типами данных""
or snear(6, singleroot(Работать, обработка), с, тип or разновидность, данными)
or ""different data types"" or snear (6, singleroot (Work, processing), type or variety, data) or  ""Работа с геопространственными данными""
or ""геопространственными данными""
or ""geospatial data"" or  ""работа с данными в газопромышленной сфере"" or phrase(4, data, gas, industry) or  ""работа с данными в строительной отрасли"" or phrase(4, data, construction, industry) or  ""работа с данными в сфере сельского хозяйства"" or phrase(4, data, agriculture)
 or  ""работа с данными в финансовой сфере""
or ""обработка финансовых данных"" 
or phrase(3, data, financial) 
or phrase(4,financial, data, processing) or  ""работа с данными государственных органов"" 
or ""Работа с данными госорганов""
or ""работа с данными гос. органов""
or phrase(3, government, data) or  ""работа с данными социальных сетей"" 
or phrase(3, ""работа"", ""данные"", ""социальных сетей"" or ""соцсетей"") 
or phrase(3, data, social, networks)",,,0,pxm_001
Корневой узел,Хард скилл,Работа с информацией,Работа с разными типами данных,Работа с геопространственными данными,,,,?,Описание / Description,"""Работа с геопространственными данными""
or ""геопространственными данными""
or ""geospatial data""",,,0,pxm_001
Корневой узел,Хард скилл,Работа с информацией,Работа с разными типами данных,Работа с данными в газопромышленной сфере,,,,?,Описание / Description,"""работа с данными в газопромышленной сфере"" or phrase(4, data, gas, industry)",,,0,pxm_001
Корневой узел,Хард скилл,Работа с информацией,Работа с разными типами данных,Работа с данными в строительной отрасли,,,,?,Описание / Description,"""работа с данными в строительной отрасли"" or phrase(4, data, construction, industry)",,,0,pxm_001
Корневой узел,Хард скилл,Работа с информацией,Работа с разными типами данных,Работа с данными в сфере сельского хозяйства,,,,?,Описание / Description,"""работа с данными в сфере сельского хозяйства"" or phrase(4, data, agriculture)
",,,0,pxm_001
Корневой узел,Хард скилл,Работа с информацией,Работа с разными типами данных,Работа с данными в финансовой сфере,,,,?,Описание / Description,"""работа с данными в финансовой сфере""
or ""обработка финансовых данных"" 
or phrase(3, data, financial) 
or phrase(4,financial, data, processing)",,,0,pxm_001
Корневой узел,Хард скилл,Работа с информацией,Работа с разными типами данных,Работа с данными госорганов,,,,?,Описание / Description,"""работа с данными государственных органов"" 
or ""Работа с данными госорганов""
or ""работа с данными гос. органов""
or phrase(3, government, data)",,,0,pxm_001
Корневой узел,Хард скилл,Работа с информацией,Работа с разными типами данных,Работа с данными социальных сетей,,,,?,Описание / Description,"""работа с данными социальных сетей"" 
or phrase(3, ""работа"", ""данные"", ""социальных сетей"" or ""соцсетей"") 
or phrase(3, data, social, networks)",,,0,pxm_001
Корневой узел,Хард скилл,Работа с информацией,Работа с таблицами,,,,,?,Описание / Description,"""Работа с таблицами"" or ""работа в таблицах"" or ""в Таблицах"" or ""Таблицы""
or ""Work with tables"" or ""work in tables""",,,0,pxm_001
Корневой узел,Хард скилл,Работа с информацией,Работа с текстовой информацией,,,,,?,Описание / Description,"""Переформулирование и концептуализация"" 
or ""Reformulating and conceptualization""
or phrase(3,текстовый, информация or данные)",,,0,pxm_001
Корневой узел,Хард скилл,Работа с информацией,Работа с числовыми данными,,,,,?,Описание / Description,"phrase(2,""работа"" or ""операции"" or ""действия"" or ""взаимодействие"" or ""использование"",
""с числовыми данными"" or ""цифры"") 
or phrase(3,с,""числовыми"" or ""количественными"",""данными"" or ""информацией"" or 
""исследование"") 
or phrase(2,""with"",""numeric"" or ""numerical"" or ""integer"",""data"") or ""quantified information""",,,0,pxm_001
Корневой узел,Хард скилл,Работа с информацией,Сбор данных,,,,,?,Описание / Description,"phrase(3,сбор,""информации"" or ""сведений"" or ""данных"") 
or phrase(3,""collection"" or ""gathering"" or ""collect"" or ""gather"",""information"" or ""data"" or ""intelligence"") 
or phrase(3,""information"" or ""data"" or ""intelligence"",""gathering"") 
or ""information-gathering"" 
or ""data-gathering"" 
or ""intelligence gathering"" 
or phrase(2,""information"" or ""data"" or ""intelligence"",""collection"" or ""gathering"") 
or phrase(2,""information"",""retrieval"") 
or phrase(2,""data"", ""acquisition"")",,,0,pxm_001
